state,decision,method,path,router,reason
active,tenere,GET,/api/cespiti/calcolo-rateo/{anno}/{mese},cespiti,in uso: FE
active,tenere,GET,/api/cespiti/calcolo/{anno},cespiti,in uso: FE
active,tenere,GET,/api/cespiti/categorie,cespiti,in uso: FE
active,tenere,POST,/api/cespiti/dismissione,cespiti,in uso: FE
active,tenere,POST,/api/cespiti/registra/{anno},cespiti,in uso: FE
active,tenere,GET,/api/cespiti/riepilogo,cespiti,in uso: FE
active,tenere,POST,/api/cespiti/scan-fatture,cespiti,in uso: FE
active,tenere,GET,/api/cespiti/verifica/{anno},cespiti,in uso: FE
active,tenere,DELETE,/api/cespiti/{cespite_id},cespiti,in uso: FE
active,tenere,GET,/api/cespiti/{cespite_id},cespiti,in uso: FE
active,tenere,PUT,/api/cespiti/{cespite_id},cespiti,in uso: FE
active,tenere,POST,/api/chat/ask,chat_router,"in uso: FE, chat"
active,tenere,GET,/api/chat/health,chat_router,in uso: chat
active,tenere,GET,/api/chat/history,chat_router,in uso: chat
active,tenere,POST,/api/chiusura-esercizio/apertura-nuovo-esercizio,chiusura_esercizio,in uso: FE
active,tenere,GET,/api/chiusura-esercizio/bilancino-verifica/{anno},chiusura_esercizio,in uso: FE
active,tenere,POST,/api/chiusura-esercizio/esegui-chiusura,chiusura_esercizio,in uso: FE
quarantine,verificare,GET,/api/chiusura-esercizio/saldi-iniziali/{anno},chiusura_esercizio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/chiusura-esercizio/stato/{anno},chiusura_esercizio,in uso: FE
active,tenere,GET,/api/chiusura-esercizio/storico,chiusura_esercizio,in uso: FE
active,tenere,GET,/api/chiusura-esercizio/verifica-preliminare/{anno},chiusura_esercizio,in uso: FE
active,tenere,POST,/api/collaudo/esegui,collaudo,in uso: FE
active,tenere,GET,/api/collaudo/storico,collaudo,in uso: FE
active,tenere,GET,/api/collaudo/ultimo,collaudo,in uso: FE
active,tenere,GET,/api/commercialista/alert-status,commercialista,in uso: FE
active,tenere,GET,/api/commercialista/config,commercialista,in uso: FE
active,tenere,PUT,/api/commercialista/config,commercialista,in uso: FE
active,tenere,GET,/api/commercialista/export-completo/{anno}/{mese},commercialista,in uso: FE
active,tenere,GET,/api/commercialista/export-excel/{anno}/{mese},commercialista,in uso: FE
quarantine,verificare,GET,/api/commercialista/export-log,commercialista,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/commercialista/fatture-cassa/{anno}/{mese},commercialista,in uso: FE
active,tenere,POST,/api/commercialista/invia-carnet,commercialista,in uso: FE
active,tenere,POST,/api/commercialista/invia-fatture-cassa,commercialista,in uso: FE
active,tenere,POST,/api/commercialista/invia-prima-nota,commercialista,in uso: FE
active,tenere,GET,/api/commercialista/log,commercialista,in uso: FE
active,tenere,GET,/api/commercialista/prima-nota-cassa/{anno}/{mese},commercialista,in uso: FE
active,tenere,GET,/api/commercialista/riepilogo/{anno}/{mese},commercialista,in uso: FE
quarantine,verificare,POST,/api/commercialista/schedula-export,commercialista,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/commercialista/segna-inviata,commercialista,in uso: FE
active,tenere,GET,/api/config-import/anno,config_import,in uso: FE
active,tenere,PUT,/api/config-import/anno,config_import,in uso: FE
active,tenere,POST,/api/config-import/importa-anno,config_import,in uso: FE
active,tenere,GET,/api/config/email-accounts,configurazioni,in uso: FE
active,tenere,POST,/api/config/email-accounts,configurazioni,in uso: FE
active,tenere,DELETE,/api/config/email-accounts/{account_id},configurazioni,in uso: FE
active,tenere,PUT,/api/config/email-accounts/{account_id},configurazioni,in uso: FE
active,tenere,POST,/api/config/email-accounts/{account_id}/test,configurazioni,in uso: FE
active,tenere,GET,/api/config/parole-chiave,configurazioni,in uso: FE
active,tenere,PUT,/api/config/parole-chiave,configurazioni,in uso: FE
active,tenere,POST,/api/config/parole-chiave/aggiungi,configurazioni,in uso: FE
active,tenere,DELETE,/api/config/parole-chiave/rimuovi,configurazioni,in uso: FE
active,tenere,GET,/api/contabilita/disponibilita-liquide,contabilita_italiana,in uso: FE
quarantine,verificare,GET,/api/controllo-gestione/costi-per-categoria,controllo_gestione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/controllo-gestione/costi-ricavi,controllo_gestione,in uso: FE
quarantine,verificare,GET,/api/controllo-gestione/kpi/{anno},controllo_gestione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/controllo-gestione/trend-mensile,controllo_gestione,in uso: chat
active,tenere,GET,/api/dati-isa/riepilogo,dati_isa,in uso: FE
active,tenere,POST,/api/conferma-tutte,dati_provvisori,in uso: scheduler
active,tenere,POST,/api/conferma/{proposta_id},dati_provvisori,"in uso: scheduler, chat"
active,tenere,POST,/api/dati-provvisori/riconcilia-estratto-conto,dati_provvisori,in uso: scheduler
active,tenere,POST,/api/genera-proposte,dati_provvisori,in uso: scheduler
active,tenere,GET,/api/proposte,dati_provvisori,in uso: scheduler
active,tenere,POST,/api/rifiuta/{proposta_id},dati_provvisori,in uso: scheduler
quarantine,verificare,GET,/api/document-ai/classified-documents-stats,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/document-ai/document-types,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/document-ai/extract,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/document-ai/extract-base64,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/document-ai/extract-text-only,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/document-ai/extracted-documents,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,DELETE,/api/document-ai/extracted-documents/{doc_id},document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/document-ai/process-all-classified,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/document-ai/process-classified-email,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/document-ai/reprocess-and-save,document_ai,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/documenti/amministrativi,documenti,in uso: FE
quarantine,verificare,GET,/api/documenti/cartelle-email,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/documenti/categorie,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,DELETE,/api/documenti/documento/{doc_id},documenti,in uso: FE
active,tenere,GET,/api/documenti/documento/{doc_id},documenti,in uso: FE
active,tenere,POST,/api/documenti/documento/{doc_id}/annulla-processamento,documenti,in uso: FE
active,tenere,POST,/api/documenti/documento/{doc_id}/cambia-categoria,documenti,in uso: FE
active,tenere,GET,/api/documenti/documento/{doc_id}/download,documenti,in uso: FE
active,tenere,POST,/api/documenti/documento/{doc_id}/processa,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/catalog,documenti,in uso: FE
active,tenere,POST,/api/documenti/indice/fiscal/discover,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/fiscal/status,documenti,in uso: FE
active,tenere,POST,/api/documenti/indice/fiscal/sync,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/index/declarations,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/index/document/{document_id},documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/index/f24,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/index/overview,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/index/search,documenti,in uso: FE
active,tenere,GET,/api/documenti/indice/index/status,documenti,in uso: FE
active,tenere,POST,/api/documenti/indice/sync,documenti,in uso: FE
quarantine,verificare,POST,/api/documenti/elimina-processati,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/fiscal/ingest,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/documenti/lista,documenti,in uso: FE
quarantine,verificare,GET,/api/documenti/lock-status,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/monitor/start,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/documenti/monitor/status,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/monitor/stop,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/monitor/sync-now,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/processa-f24-scaricati,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/processa-tutti,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,POST,/api/documenti/reimporta-da-filesystem,documenti,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,POST,/api/documenti/ricategorizza-documenti,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/scarica-da-email,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/documenti/statistiche,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/sync-estratti-bnl,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/sync-estratti-conto,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/sync-f24-automatico,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/documenti/task/{task_id},documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/documenti/tax-codes,documenti,in uso: FE
active,tenere,GET,/api/documenti/tax-codes/status,documenti,in uso: FE
active,tenere,POST,/api/documenti/tax-codes/sync,documenti,in uso: FE
quarantine,verificare,GET,/api/documenti/telegram/status,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/documenti/telegram/test,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/documenti/ultimo-sync,documenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/documenti/upload-auto,documenti,in uso: FE
active,tenere,POST,/api/documenti/upload-auto/preview,documenti,in uso: FE
quarantine,verificare,GET,/api/documenti-fiscali/lista,documenti_fiscali,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/documenti-fiscali/upload,documenti_fiscali,in uso: FE
active,tenere,POST,/api/documenti-non-associati/associa,documenti_non_associati,in uso: FE
active,tenere,GET,/api/documenti-non-associati/associati-di-recente,documenti_non_associati,in uso: FE
quarantine,verificare,GET,/api/documenti-non-associati/categorie-mittente,documenti_non_associati,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/documenti-non-associati/collezioni-disponibili,documenti_non_associati,in uso: FE
active,tenere,POST,/api/documenti-non-associati/de-associa,documenti_non_associati,in uso: FE
active,tenere,GET,/api/documenti-non-associati/lista,documenti_non_associati,in uso: FE
active,tenere,GET,/api/documenti-non-associati/pdf/{documento_id},documenti_non_associati,in uso: FE
active,tenere,GET,/api/documenti-non-associati/statistiche,documenti_non_associati,in uso: FE
quarantine,verificare,DELETE,/api/documenti-non-associati/{documento_id},documenti_non_associati,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/documenti-inbox/auto-classify,documents_inbox_classify,in uso: FE
quarantine,verificare,GET,/api/documenti-inbox/cross-check-f24,documents_inbox_classify,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/documenti-inbox/import-dipendenti-from-cu,documents_inbox_classify,in uso: FE
active,tenere,POST,/api/documenti-inbox/import-f24-from-inbox,documents_inbox_classify,in uso: FE
quarantine,verificare,GET,/api/documenti-inbox/statistics,documents_inbox_classify,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/cedolini/sync/quadratura-completa,cedolini_sync,in uso: scheduler
active,tenere,GET,/api/cedolini/sync/status,cedolini_sync,in uso: scheduler
active,tenere,POST,/api/cedolini/sync/sync,cedolini_sync,in uso: scheduler
active,tenere,POST,/api/corrispettivi/sync/quadratura,corrispettivi_sync,in uso: FE
active,tenere,GET,/api/corrispettivi/sync/status,corrispettivi_sync,"in uso: FE, scheduler"
active,tenere,POST,/api/corrispettivi/sync/sync,corrispettivi_sync,"in uso: FE, scheduler"
active,tenere,POST,/api/f24/quietanze/sync/quadratura,quietanze_sync,in uso: FE
active,tenere,GET,/api/f24/quietanze/sync/status,quietanze_sync,"in uso: FE, scheduler"
active,tenere,POST,/api/f24/quietanze/sync/sync,quietanze_sync,"in uso: FE, scheduler"
quarantine,verificare,POST,/api/email-download/associa-documento,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/associa-f24-filesystem,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/email-download/auto-associa,email_download,in uso: FE
quarantine,verificare,POST,/api/email-download/auto-associa-v2,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/confronto-pos,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/dizionario-email,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,DELETE,/api/email-download/dizionario-email/reset,email_download,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,GET,/api/email-download/documenti-non-associati,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/documents-inbox-stats,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/download-single-day,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/estrai-importi-verbali,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/fix-numeri-verbali,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/inbox-documents,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/email-download/mittenti,email_download,in uso: FE
active,tenere,POST,/api/email-download/mittenti,email_download,in uso: FE
active,tenere,GET,/api/email-download/mittenti/check,email_download,in uso: FE
quarantine,admin-only,POST,/api/email-download/mittenti/migra-legacy,email_download,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,DELETE,/api/email-download/mittenti/{mittente_id},email_download,in uso: FE
active,tenere,PUT,/api/email-download/mittenti/{mittente_id},email_download,in uso: FE
quarantine,verificare,POST,/api/email-download/parse-f24-llm,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/parse-verbali-llm,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/paypal-transazioni,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/pdf/{collection}/{pdf_id},email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/popola-pdf-payslips,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/processa-cedolini,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/processa-fatture-email,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/email-download/processa-fatture-email/batch,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/email-download/processa-fatture-email/status,email_download,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
